author-link,author-link-href,title-link,title-link-href,text,pagination,pagination-href
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","He turned on the electric furnace and led Petra down the hall to the room that had once been his. “Can I take a bath?” she said.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“Not me,” Michael said, letting a lot of air out of his mouth in a great rush so that he would be brave enough to say what he wanted to say, whether or not it was appropriate, whether or not it was the normal kind of thing you said in abnormal times like these. But perhaps this was his only real advantage, in this moment, over every other person in the IHOP and most of America: nothing normal had ever happened to him, not ever, not in his whole conscious life. And so there was a little part of him that was always prepared for the monstrous, familiar with it, and familiar, too, with its necessary counterbalancing force: love. He reached across the table and took the hands of his two dear friends in his own.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Silk Brocade","http://www.newyorker.com/magazine/2015/07/27/silk-brocade","“She knows what she’s doing,” Kit reassured Nola. “She’s a genius.”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","Her expression became desolate. The natural thing would have been to put his arms around her and console her, but nothing about their situation was natural. He felt completely powerless—another new sensation and one he didn’t like one bit. He figured that she was about to walk away and never come back. But instead she drew a stabilizing breath and said, without looking at him, “How would you do it?”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“Hi, Marlon,” Michael said.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Apartment","http://www.newyorker.com/magazine/2015/08/31/the-apartment","In the apartment just below Barbro Ekman’s place lived a woman named Johanna. Her two sons were grown now. One of them played ice hockey in America, somewhere in the Southern states, Louise thought—North Carolina, maybe. The other was a lawyer up north, in Kiruna. Louise remembered when the family had moved in. The boys were so young. That was right before Louise had become pregnant with Jonas. She’d liked the family. She’d helped the boys plant a small herb garden on her balcony, because it faced east and got good morning sun.","",""
"","","Chicken Hill","http://www.newyorker.com/magazine/2015/09/14/chicken-hill","“To be honest, perhaps mine as well.”","",""
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","“Elizabeth, listen to me,” Marlon said, in his angry but controlled mumble, which gave Michael an inappropriate little thrill; he couldn’t help it, it was just such classic Marlon. “Put that goddam Krupp on your pinkie and let’s get the fuck out of here.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Duniazát","http://www.newyorker.com/magazine/2015/06/01/the-duniazat","“He would say that this was the true faith,” he answered her, “and that to disagree with it would be . . . incoherent.”","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","These Short, Dark Days","http://www.newyorker.com/magazine/2015/08/24/these-short-dark-days","Sister St. Savior pushed the undertaker’s hand away. She thought of the young man with the milk tooth and the gray fedora. “The New York Times,” she said, “has a big mouth.”","",""
"","","My Curls Have Blown All the Way to China","http://www.newyorker.com/magazine/2015/09/21/my-curls-have-blown-all-the-way-to-china","The day after he told me that he just had no choice, I asked him, “Moshe, maybe you could at least tell me what I did? What’s wrong with me?” He got angry, but silently. He just picked up his fork and took out all his anger on the hard-boiled egg on his plate, until the white was mush and the yellow inside was flattened and striped from the fork. I kept my eyes on his plate the whole time, because I was afraid to look straight at him. But he didn’t say a thing. Maybe he didn’t hear me, or maybe he happened to be thinking about something else. Often he’s thinking of something else when people are talking to him. I don’t blame him for sometimes not hearing what I’m saying to him. Because he really does have a hard time at work. He has too much on his shoulders, and that Alfred keeps him on a short leash. I tried again: I said to him, “Moshe, you owe me at least this much, at least tell me what I’ve done wrong.” I lifted my eyes and saw that he was behind the Daily News, but he made the effort and put the paper down for a minute to answer me. “Now, you see, that’s precisely the trouble with you—you’ll never learn to figure out for yourself when I’m busy and when I’m not in the mood and when not to bother me and to leave me alone in peace. And, besides that, Bracha, it’s not because of you—it’s because of her. How come you don’t get that?”","",""
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","He sat down on the rug again and fell into a state that was like a fever dream in every respect except that he was fully aware of being asleep. It was like being dead without the relief from torment. And maybe the adage had it backward, maybe every murder was a suicide gone awry, because what he was feeling, besides an all-permeating compassion for his tormented self, was that he had to follow through with the killing to put himself out of his misery. He wouldn’t be the one dying, but he might as well have been, because the relief that would follow the killing had a deathlike depth and finality in prospect.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Republic of Bad Taste","http://www.newyorker.com/magazine/2015/06/08/the-republic-of-bad-taste","The mist had given way to a warmer fog that made the arrival of daylight curiously sudden. Fog was not a bad thing. He policed the back yard for footprints and wheelbarrow tracks. Only when the light was nearly full strength did he return to the back steps to remove the trip wire. There was more blood than he’d expected on the steps, less vomit than he’d feared on the bushes by the railing. He was seeing everything now as if through a long tube. He filled and refilled a watering can at the outside spigot, to wash away the blood.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","Escape from New York","http://www.newyorker.com/magazine/2015/06/08/escape-from-new-york","It was the sixth or seventh go-round. They were almost in Harrisburg, having been considerably slowed by two stops at Burger King, one at McDonald’s, and three separate visits to KFC.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","The Prospectors","http://www.newyorker.com/magazine/2015/06/08/the-prospectors","Clara sneezed violently, and we stared at the reddish globules on the glass, which stood out with terrifying lucidity against the flat, unreal world of the mirror.","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
"","","In the Act of Falling","http://www.newyorker.com/magazine/2015/09/07/in-the-act-of-falling","When she shook her head, he tried again. “You know Princess Karla, from ‘The Jupiter Gang’?”","",""
"","","Love Is Blind and Deaf","http://www.newyorker.com/magazine/2015/06/08/love-is-blind-and-deaf","What, each wondered, have I got myself into?","Older Entries","http://www.newyorker.com/magazine/fiction/page/2"
